text;count;keyword
itucandu;1;0
tereakannye;1;0
bludreg;1;0
sehatdengancd;1;0
yaisemangaat;1;0
yaiprofesor;1;0
hahahalagi;1;0
isengjangan;1;0
toljln;1;0
ahternyata;1;0
nitizenudah;1;0
kpuini;1;0
aduhai;1;0
ulamaikhtiar;1;0
rumahpadahal;1;0
orgy;1;0
bakarrr;1;0
tongrajin;1;0
superrrbbbb;1;0
laperapa;1;0
diakita;1;0
ditipugak;1;0
didoainbuarin;1;0
doian;1;0
sembuhyg;1;0
memgajinya;1;0
kerancuan;1;0
bisikkan;1;0
belakanh;1;0
nasipmu;1;0
intelektuals;1;0
mburi;1;0
hhhaaa;1;0
percakan;1;0
dimiskin;1;0
sebodoh2nya;1;0
guyssss;1;0
wtt;1;0
daliiiih;1;0
mantu2;1;0
hahahagilagila;1;0
satuikalsel;1;0
sayaaaaank;1;0
awasgabolehpadabaper;1;0
singanu;1;0
ngggganuuu;1;0
aaapaaaa;1;0
palestinanya;1;0
shambara;1;0
direvisialasan;1;0
menghasilkanmenguntungkan;1;0
laser;1;0
alambaik;1;0
behahahahhasadissaa;1;0
mgonggong;1;0
kfilah;1;0
belalu;1;0
mwga;1;0
slaluamin;1;0
page1;1;0
disayang2;1;0
diijabin;1;0
nunasanglek;1;0
taok;1;0
sisip;1;0
yespamit;1;0
ngadali;1;0
ngeseli;1;0
mikirhasilnya;1;0
difotoin;1;0
orgnyaorgnya;1;0
makitpi;1;0
menyanjungnya;1;0
gnbpk;1;0
initx;1;0
lanjuuuuuuuuuiuttt;1;0
monasbesok;1;0
enje;1;0
jrowa;1;0
naghara;1;0
antonovntar;1;0
antonov;1;0
biadad;1;0
stuntgirl;1;0
istilah?;1;0
berkak;1;0
sah?;1;0
faldosemoga;1;0
arahmu;1;0
kredibeltdk;1;0
orkit;1;0
benzky;1;0
masalahe;1;0
ngandani;1;0
ngapung;1;0
jokowitutuplapak;1;0
noeydrdlu;1;0
lrnah;1;0
hbhngan;1;0
nyia2in;1;0
hoooohh;1;0
jermannya;1;0
ngadapin;1;0
pamijahan;1;0
lucunamanya;1;0
decheneg;1;0
imdonesia;1;0
cengangas;1;0
keradhhhhhjokower;1;0
scs;1;0
riza;1;0
chalid;1;0
masaknyapu;1;0
romahurmuzy;1;0
bagiiii;1;0
kebesaranmu;1;0
sekaliwalau;1;0
tingi2;1;0
bogorada;1;0
hahaaarasain;1;0
qodarii;1;0
masjidanda;1;0
tolitupun;1;0
menjabatnaik;1;0
duluansuara;1;0
50kita;1;0
polkisi;1;0
naikkannaikkanbbm;1;0
naikkantinggitinggi;1;0
rupiahrupiahrupiah;1;0
ambruuuuk;1;0
ambruuuukambrukkkksekaliii;1;0
cutcut;1;0
ptn;1;0
noeyygoblok;1;0
kelenger;1;0
anabelle;1;0
abundance;1;0
walid;1;0
saifudin;1;0
beken;1;0
muinudinillah;1;0
difikirkan;1;0
bajingannya;1;0
hamida;1;0
mampusneraka;1;0
milut;1;0
avengersinfinitywar;1;0
ends;1;0
villain;1;0
prevails;1;0
prosperity;1;0
depopulation;1;0
166007;1;0
infinitywar;1;0
lafff;1;0
memangpak;1;0
brkeadilan;1;0
allahul;1;0
hangpong;1;0
mudajejak;1;0
bicarasemakin;1;0
jumatagung;1;0
datangilah;1;0
wargamu;1;0
yeessss;1;0
kardusnyao;1;0
ngardusin;1;0
2350;1;0
merica;1;0
diunfol;1;0
keromantisannya;1;0
johnny;1;0
camar;1;0
dikerumunin;1;0
dikerumungin;1;0
salambijak;1;0
unskill;1;0
gracenatmenangkanjokowi;1;0
jkw4p;1;0
hahahahahahahhaaha;1;0
nyucinya;1;0
huahhahahakeep;1;0
bropdhl;1;0
pilihsn;1;0
nyasebutkan;1;0
pollll;1;0
mentahtelur;1;0
radarada;1;0
ngebaca;1;0
bacotbacotan;1;0
mengeluelukan;1;0
epi;1;0
sayaaaa;1;0
sumputin;1;0
rakyatkenakibul;1;0
pencitraanstop;1;0
buntut2nya;1;0
bertereak;1;0
maria17april2019peoplepower;1;0
bulatsmoga;1;0
kawanallohuakbar3x;1;0
strukstress;1;0
baguuussss;1;0
buleleng;1;0
achhsi;1;0
nantap;1;0
wowserendah;1;0
indonesiatolong;1;0
sith;1;0
jedi;1;0
dijaganya;1;0
agan2;1;0
pegangann;1;0
mubarak;1;0
ikiamponn;1;0
molaaaaaaikkkk;1;0
hidangkan;1;0
lhuuuu;1;0
penguasajika;1;0
siampa;1;0
managermulutnya;1;0
takbirasebuah;1;0
frase;1;0
tahmiddan;1;0
tahlilkata;1;0
penyegelan;1;0
kereenprabowomenyapakalbar;1;0
jantungku;1;0
syalalalalalalaaa;1;0
alhamdulillahterima;1;0
bengkuluikut;1;0
tingkt;1;0
prosan;1;0
nyelupin;1;0
keciummmmmm;1;0
jelimet;1;0
ndabruuuuzz;1;0
ngolpog;1;0
10lbrseriustgl;1;0
agung2kan;1;0
kbalikan;1;0
ankank;1;0
jengaku;1;0
ejp;1;0
namec;1;0
cybermoeslemrussianforprabowo;1;0
grung;1;0
dibodobodoin;1;0
surver;1;0
nihkatanya;1;0
mengkoyak;1;0
tolaklemparbatako;1;0
nahhhyg;1;0
rajiundimana;1;0
tnikuatbersamarakyat;1;0
ditindakdihukum;1;0
totalsumbernya;1;0
lokalberhentilah;1;0
heheheeeee;1;0
dori;1;0
merengeknya;1;0
adakompromi;1;0
trjadikarena;1;0
bunyi2;1;0
naahsakit;1;0
ngerangkai;1;0
analogymu;1;0
lursavage;1;0
crosscek;1;0
diaplikasi;1;0
keandalan;1;0
samplesemua;1;0
ilmiahtanpa;1;0
haiiiimba;1;0
nampolll;1;0
lahaulakataukawakwaw;1;0
gibah;1;0
iom;1;0
ahdog;1;0
vwrsi;1;0
cerpenny;1;0
blumbersy;1;0
pernghargaan;1;0
dkiada;1;0
adalahorg;1;0
kolammirip;1;0
gerombol2;1;0
demademo;1;0
aminnnjd;1;0
ngoreksi;1;0
otomatisdengan;1;0
pilihanintinya;1;0
mbanggakan;1;0
baikk;1;0
mexico;1;0
nampanyak;1;0
bebaass;1;0
eleeeeuh;1;0
eleeeeuhh;1;0
nyeuri;1;0
kaaaang;1;0
untuknua;1;0
emosidasar;1;0
yookk;1;0
kecik;1;0
mayajgn;1;0
insinuatif;1;0
lgpadahal;1;0
kangeeeeeenn;1;0
bngeeeeeeettt;1;0
beractivitas;1;0
me_milih?;1;0
vitalitas;1;0
manusiawisemua;1;0
keliruaneh;1;0
menggaum;1;0
hengngeri2;1;0
no2insya;1;0
bigman;1;0
untukmuampkeluarga;1;0
islamsitu;1;0
lhoakurat;1;0
massurvenya;1;0
jawabbkn;1;0
sadishakim;1;0
korupsianda;1;0
lanjot;1;0
pwrnytaan;1;0
hujanktahuaan;1;0
wajarkliataanini;1;0
anehjanggal;1;0
knmakanya;1;0
apaaah;1;0
peletnya;1;0
terkintil;1;0
kampungbljr;1;0
bromaaf;1;0
pengangguransaya;1;0
canterpain;1;0
hajipake;1;0
sesungguhnyamana;1;0
kesiannya;1;0
tnyakan;1;0
bangkampret;1;0
atuhengke;1;0
upami;1;0
endogan;1;0
taroskeun;1;0
cileunca;1;0
ngala;1;0
pasuka;1;0
bunuhtembak;1;0
roysonjordani;1;0
bebasmenilai;1;0
terpishakan;1;0
duuhhhhh;1;0
lindunganallah;1;0
mikirgiliran;1;0
subhanawataalla;1;0
prabw;1;0
bolehja;1;0
baloakhirnya;1;0
belakanganbahkan;1;0
ditimut;1;0
trngah;1;0
mennyerang;1;0
berjaga2utk;1;0
paaaakkk;1;0
ngerian;1;0
eluh2;1;0
bulying;1;0
alexa;1;0
korbanknp;1;0
prosuder;1;0
alanairt;1;0
ahhahahaa;1;0
shalattrus;1;0
pameritu;1;0
mwekkk;1;0
buihmgkin;1;0
amaberita;1;0
tagihantagihan;1;0
errorgoblog;1;0
sampan;1;0
lulebaran;1;0
pordeo;1;0
anakistri;1;0
balkot;1;0
teriak2in;1;0
orangcerdaspastipilihjokowi;1;0
opsss;1;0
kasuslah;1;0
pretttttt;1;0
andaga;1;0
shalatyg;1;0
hukumrakyat;1;0
pakbekerjalah;1;0
diseduh;1;0
brikut;1;0
dehiah;1;0
bohonganya;1;0
menakut2;1;0
ahsyiuuupp;1;0
medicine;1;0
hahahaiss;1;0
jijai;1;0
cocolgantinya;1;0
soekarnohatta;1;0
lemab;1;0
tngkapmassa;1;0
jagn;1;0
sheraa;1;0
sebaliknyasibiru;1;0
siwanita;1;0
menggodamu;1;0
semangkrakmangkraknya;1;0
rodakota;1;0
30102018blusukan;1;0
duuuul;1;0
mendekapmu;1;0
iblissontoloyo;1;0
cucu2;1;0
orgot;1;0
teripu;1;0
bubarini;1;0
pagiyangindah;1;0
provokatorbnyakan;1;0
mmperkeruh;1;0
suasanasaya;1;0
hueeeeekkk;1;0
karamba;1;0
terapung;1;0
takou;1;0
yaro;1;0
tobelo;1;0
duitku;1;0
lgiaku;1;0
totokromo;1;0
bodoyo;1;0
tetapsetiaprabowo;1;0
kelarkelar;1;0
kitanamunkita;1;0
tempe2an;1;0
d0nkk;1;0
victimdasar;1;0
klereng;1;0
dizholimi;1;0
loeee;1;0
loequota;1;0
aits;1;0
sebelqh;1;0
pariwisatanya;1;0
hahahhasyrup;1;0
fakum;1;0
sihsemua;1;0
merekahopelok;1;0
projoantihti;1;0
siapblom;1;0
vasilitasi;1;0
rintanganwalau;1;0
papuyu;1;0
bagincu;1;0
pamomong;1;0
maspiyu;1;0
acok;1;0
sadarkh;1;0
dibyr;1;0
ingat?lah;1;0
rezimdungu;1;0
rocek;1;0
cimanuk;1;0
catu;1;0
apahanya;1;0
citapenuh;1;0
boncengin;1;0
abu?individu;1;0
muatin;1;0
krobongin;1;0
cinta?;1;0
sssssttt;1;0
sajaaaa;1;0
dipikiranmu;1;0
kenapabaca;1;0
pengepul;1;0
bbok;1;0
abu?;1;0
krubuti;1;0
sempati;1;0
memberantsas;1;0
logiko;1;0
seetaaaaaaaannnnn;1;0
hahahaketawa;1;0
suksespakamiinn;1;0
beginimana;1;0
bertanyasberapa;1;0
otoritertulis;1;0
busch;1;0
affairs;1;0
susuperlu;1;0
curanglah;1;0
curangijanganlah;1;0
mukarena;1;0
kamupun;1;0
b?rprasangka;1;0
lgipaling;1;0
sajasulit;1;0
ooiyaxmn;1;0
esbye;1;0
ssemua;1;0
ngingatin;1;0
terbantahkaninilah;1;0
program?;1;0
wonokromo;1;0
kostnya;1;0
100mtr;1;0
keduniajanji;1;0
yaikutin;1;0
tetao;1;0
boyolaliterusir;1;0
gratistanpa;1;0
istaka;1;0
karyakaryawannya;1;0
bpjssangat;1;0
gelisahkoe;1;0
ketakutankoe;1;0
butakoe;1;0
sopooooo;1;0
ngagel;1;0
mnjatuhkan;1;0
madya;1;0
tweeted;1;0
betmanfaar;1;0
okocenya;1;0
gushanya;1;0
bersumbu;1;0
mentertawai;1;0
represi;1;0
ormas?;1;0
binaanmu;1;0
pendetanya;1;0
dikafir?kan;1;0
yaaahkalian;1;0
sndrilah;1;0
kurangentah;1;0
sandiagamenangdebat;1;0
seimanmahal;1;0
membenturkankalau;1;0
nerakanya;1;0
logikaku;1;0
sejatibukan;1;0
losnan3;1;0
5024;1;0
muhrimm;1;0
oranggilasuruhmilih;1;0
acquisition;1;0
proposition;1;0
tingginilai;1;0
hoaxjadi;1;0
mengaggap;1;0
aibny;1;0
politikusperkataan;1;0
silahkantp;1;0
aras;1;0
lolitikpolitik;1;0
pakeannya;1;0
ulamadoh;1;0
peniru;1;0
renunganharian;1;0
tesalonika;1;0
4112;1;0
cemar;1;0
sekedarsaran;1;0
tasiem;1;0
aktivisnya;1;0
anah;1;0
paslo;1;0
dingin2an;1;0
eleganketika;1;0
menjaminknp;1;0
gakpapa;1;0
selfconfidence;1;0
kartenegara;1;0
loedi;1;0
nungguincebong2nya;1;0
utah;1;0
babalongkengan;1;0
minimalna;1;0
katarajang;1;0
salatri;1;0
kardusan;1;0
dimute;1;0
lakuum;1;0
diinukum;1;0
misi2019;1;0
terealisir;1;0
meluapluap;1;0
patra;1;0
palsuh;1;0
jkarta;1;0
kafirotak;1;0
dazal;1;0
pakgak;1;0
lampungdukungprabowosandi;1;0
mongolia;1;0
berketinggian;1;0
4374;1;0
khuiten;1;0
bangcapek;1;0
yahanya;1;0
swjarahblg;1;0
tenggelamkangerindra;1;0
wuakakkakak;1;0
ri20192024;1;0
butukan;1;0
pilegada;1;0
kebiadapan;1;0
sehatpun;1;0
pks8;1;0
kenapu;1;0
p4melaksanakan;1;0
benerjd;1;0
sibatumanikam;1;0
bundir;1;0
sebnyak;1;0
terdiduna;1;0
ikhkas;1;0
sekerasnya;1;0
ngmgtp;1;0
menampungmerawat;1;0
lux;1;0
80pilih;1;0
kalahperlu;1;0
flbck;1;0
ksayakult;1;0
216;1;0
giniudah;1;0
agamatinggal;1;0
nominated;1;0
milley;1;0
chiefs;1;0
dunford;1;0
atos;1;0
diwaler;1;0
ombiarin;1;0
djadi;1;0
sedihmanusia;1;0
alaaahhhrecehan;1;0
tersangkah;1;0
baikstop;1;0
brjoget;1;0
jokowimengawali;1;0
kariernya;1;0
kotagubernur;1;0
hajarr;1;0
kecuran;1;0
ilah;1;0
alilah;1;0
tahukan;1;0
barengjokowiamin;1;0
ewww;1;0
dursasana;1;0
burisrowo;1;0
rskyat;1;0
pembodoham;1;0
palamu;1;0
senayansehat;1;0
bersihlah;1;0
pidatokokbohong;1;0
depanyg;1;0
dperbatasan;1;0
bypass;1;0
1of2;1;0
berduabarokallahsemoga;1;0
memilik;1;0
speakingnya;1;0
nasihatnya;1;0
ryakudu;1;0
elshinta;1;0
herbertus;1;0
galajapo;1;0
neehhh;1;0
pilihyangpastijokowiamin;1;0
uwuh;1;0
baharkira;1;0
bungkusx;1;0
bnrimut;1;0
aiih;1;0
gassspolll;1;0
penjaracoba;1;0
silahkanpencemaran;1;0
hdirr;1;0
dnher;1;0
ratain;1;0
tggalika;1;0
tuangjan;1;0
ketahun;1;0
menggondol;1;0
btsiscoming;1;0
ditugasi;1;0
keadilanmana;1;0
equality;1;0
c5;1;0
wonanti;1;0
2coming;1;0
bgelimang;1;0
golongan1persen;1;0
kerusuhannah;1;0
kerusuhanyang;1;0
udahkan;1;0
hahhhhhh;1;0
hadewwww;1;0
kunjumgan;1;0
semangatpakjokowi;1;0
hajaaaaar;1;0
plongomas;1;0
kenyangdibohongin;1;0
biarawati;1;0
masypd;1;0
lokbin;1;0
rorotan;1;0
kamfretersibuk;1;0
hoaxnyinyirfitnahtapi;1;0
bekerja2019pilihjkwma;1;0
seudel;1;0
jigong;1;0
gadaian;1;0
yakuuups;1;0
bengissudah;1;0
iyeh;1;0
makaq;1;0
penggaweane;1;0
aslikt;1;0
pery;1;0
taditwit;1;0
annya;1;0
sbner;1;0
fantas;1;0
difimfin;1;0
boooocoooor;1;0
baiklaterus;1;0
mantatinnginjaknaruh;1;0
grombolananeh;1;0
makarberkedokagama;1;0
toyyiban;1;0
allahummasolliata;1;0
paytrenkan;1;0
indonesiakita;1;0
bertinta;1;0
peeeeetjaaahh;1;0
loeotakmu;1;0
dahbrani;1;0
lapanganbenteng;1;0
yagtgtgtbentrok;1;0
kolangkaling;1;0
bangbang;1;0
hukumhadapi;1;0
mntangpunya;1;0
eamngnya;1;0
produck;1;0
fritz;1;0
sethan;1;0
muljah;1;0
zenyor;1;0
benaaaarrrrkelas;1;0
kereenyg;1;0
versilebih;1;0
adama;1;0
brantakan;1;0
jleebb;1;0
oke2;1;0
projext;1;0
perkantoran;1;0
makasiiiih;1;0
pembahian;1;0
smebako;1;0
ngggak;1;0
keselamatanaamiin;1;0
sampahhhhh;1;0
pakyapto;1;0
antum2;1;0
vitgwhat;1;0
dupi;1;0
usahdh;1;0
kerelaan;1;0
diruqiyahgitu;1;0
saaat;1;0
selseai;1;0
selamathariayah;1;0
qiqiqiqii;1;0
pengrajin?;1;0
unicorn?;1;0
ngamukngamuk;1;0
buenos;1;0
diaz;1;0
amigo;1;0
huhuyy;1;0
stup;1;0
batalon;1;0
diperanakan;1;0
oposisidi;1;0
aniayaseolah;1;0
dirupiah;1;0
teraniayaterzalimiotakmu;1;0
suuuuu;1;0
badanbiasanya;1;0
juwalan;1;0
dakwah2;1;0
lhoodia;1;0
lalalalalalala;1;0
tompiii;1;0
sampean2;1;0
kpubiar;1;0
1440h;1;0
citereup;1;0
tkk;1;0
melahirkanmu;1;0
backsound;1;0
sia2nya;1;0
inssyaallah;1;0
bangga2kan;1;0
kondomteriakkondom;1;0
kondombergerigi;1;0
umumin;1;0
extasi;1;0
penyuplie;1;0
ganjker;1;0
profnsi;1;0
politikah;1;0
ok2019gantipresiden;1;0
giatkan;1;0
dikuntit;1;0
nyinyirloe;1;0
kasdam;1;0
curek;1;0
nyos;1;0
brwat;1;0
siburung;1;0
bahasanmu;1;0
indonesiafokus;1;0
tetapfokusekonomi;1;0
kuasain;1;0
medos;1;0
malingperusak;1;0
disukain;1;0
wajat;1;0
hahahaudh;1;0
itututup;1;0
menghaburkan;1;0
kerakyatam;1;0
bergerakk;1;0
mlksnkan;1;0
nganjurin;1;0
02jdi;1;0
lawankriminalisasi;1;0
duriaan;1;0
montong;1;0
astaqfirullahmemberitahu;1;0
bsusah;1;0
mngemis;1;0
disgusting;1;0
gantengkalau;1;0
cupangbiar;1;0
konektifitas;1;0
jokowibanget;1;0
pedalam;1;0
1periode;1;0
rakyatcatering;1;0
merasakannya;1;0
figura;1;0
ngajarinorg;1;0
betaktivitas;1;0
polisikasihan;1;0
pendemobukan;1;0
nurunkan;1;0
cuap2takut;1;0
nasdemtv;1;0
skrgyg;1;0
wjh;1;0
kuncoro;1;0
gerakannobaraliflammim;1;0
niho2;1;0
kehidupan01;1;0
lielie;1;0
suzon;1;0
serdang;1;0
deli;1;0
ajach;1;0
dipompa;1;0
hoaxx;1;0
antonio;1;0
gutteres;1;0
jokowoudahkasihbukti;1;0
mungqn;1;0
hwakakakaaautang;1;0
surgah;1;0
dipalestina;1;0
sehancur2nya;1;0
sedekat2nya;1;0
keokekan;1;0
minun;1;0
sarkowi_sarkowiii;1;0
otsus;1;0
penambang;1;0
02edan;1;0
sederhanabaru;1;0
mamik;1;0
pikirtadinya;1;0
offensif;1;0
diakhir2;1;0
kampanyeeeelha;1;0
kampanyetknnya;1;0
ngapa2induh;1;0
prajurit2;1;0
membacawkwkwknaha;1;0
mimiluan;1;0
ahmadulillah;1;0
melulumemalukan;1;0
penjahatpengkhianat;1;0
02nyabudanngejuzzz;1;0
erorstlh;1;0
menginpirasiku;1;0
jagosok;1;0
ditepatinya;1;0
gncp;1;0
terbentang;1;0
rsmurni;1;0
tegorlah;1;0
kitabersaudara;1;0
takuy;1;0
blokmalah;1;0
sedikiiiiittt;1;0
mengunyah;1;0
zonpercaya;1;0
ginicoba;1;0
egoisngambekansok;1;0
kemintersok;1;0
agamispadahal;1;0
omongany;1;0
belomaaaaan;1;0
bupatiwalikotaibu2;1;0
rbkg;1;0
atausrbysmgbndung;1;0
huaaaaaaa;1;0
sukra;1;0
kemulutnya;1;0
mengada2nya;1;0
385tpemerintah;1;0
perempatan;1;0
akibatnyasabar;1;0
sudahyang;1;0
jonreu;1;0
dimengertinya;1;0
pulogadung;1;0
indonesiaadilampmakmur;1;0
gituch;1;0
nggragasan;1;0
kituu;1;0
sakarepedewe;1;0
komenmaap;1;0
najibnya;1;0
cucure;1;0
disepelein;1;0
acra;1;0
diatakutkalah;1;0
amatparah;1;0
luangin;1;0
masjatinompasti;1;0
banyakkarena;1;0
utaraitupun;1;0
merekadunia;1;0
hhi;1;0
guayane;1;0
trmksih;1;0
kitapokok;1;0
memfitna;1;0
mnghsut;1;0
told;1;0
ladusingh;1;0
diciptakannya;1;0
filosofinya;1;0
teknokratis;1;0
koneksitas;1;0
aksesibilitas;1;0
pengungkit;1;0
cust;1;0
zonkdi;1;0
cukkuassu;1;0
kinclongg;1;0
blomusai;1;0
tauini;1;0
ajaklokoalisi;1;0
bantuindonkjgn;1;0
diemajakecurangan;1;0
munusuk;1;0
jarwojangan;1;0
01menghancurkan;1;0
menghargaiamprespect;1;0
perjuanganampmilitansinya;1;0
bersamaampdlm;1;0
suaradiluar;1;0
terimakasihpks;1;0
timursepanjang;1;0
duluuuuuu;1;0
autis;1;0
aduhbikin;1;0
bathuk;1;0
capreznya;1;0
nglunakin;1;0
kedengar;1;0
petaninya;1;0
sendirinyaallah;1;0
silahkaaan;1;0
hahahakemungkinan2;1;0
konsferensi;1;0
banserpenjagasetiankri;1;0
bangkl;1;0
sependapatkl;1;0
mrklebih;1;0
meninggalaku;1;0
perbakinn;1;0
dihatam;1;0
importm;1;0
gozaimasu;1;0
ulamaanya;1;0
pastu;1;0
komprws;1;0
bruntusan;1;0
hueks;1;0
upps;1;0
amankanpemilu;1;0
angintidakbersahabat;1;0
ritweet;1;0
kodealam;1;0
melenyoty;1;0
sereeeeem;1;0
stroknya;1;0
ngobati;1;0
azaspradugatakbersalah;1;0
beranitetapi;1;0
tauhiditu;1;0
ngos2san;1;0
hangaat;1;0
laginaturalklop;1;0
mentahin;1;0
adduuu;1;0
diresepsi;1;0
tetanggaada;1;0
lagiberi;1;0
kampanyeharga;1;0
karetampsawit;1;0
dprdnyadiem;1;0
ogahhhh;1;0
ahaha;1;0
sulselbar;1;0
bantu2;1;0
beredarnya;1;0
dicemarkan;1;0
ilen;1;0
perbedaankt;1;0
wktnya;1;0
promo2;1;0
ngetep;1;0
jelangkilung;1;0
bahmemang;1;0
tuyang;1;0
01jokowisementara;1;0
tuittuit;1;0
digantisetelah;1;0
1742019;1;0
rilis2;1;0
perangtagar;1;0
xadis;1;0
menandakn;1;0
agamasuku;1;0
nenegakn;1;0
golonganhdp;1;0
tayyibah;1;0
hahahahanya;1;0
gedhang;1;0
gorenge;1;0
ngewangi;1;0
rakyat?nya;1;0
ktx;1;0
betul2lah;1;0
sudaaah;1;0
jamn;1;0
adhani;1;0
menakutkaaann;1;0
rakyatdan;1;0
didapurdisumurdikasur;1;0
femahan;1;0
kebenarn;1;0
petralite;1;0
kebalikbalik;1;0
nella;1;0
valen;1;0
malaikatnangudzubillahimindzaliq;1;0
iyaakami;1;0
beramar;1;0
nyanyik;1;0
menangkalnya;1;0
islampun;1;0
2inilah;1;0
kerapuhan;1;0
seharan;1;0
lumat;1;0
sobcuma;1;0
dexlite;1;0
trmk;1;0
saveulama;1;0
dikipasin;1;0
islamduluan;1;0
amua;1;0
dikriminilisasi;1;0
instrumentnya;1;0
iyamakasih;1;0
resolusinya;1;0
plecidenplecidenan;1;0
datarse;1;0
sekalijustru;1;0
dalamyg;1;0
wuahhh;1;0
arigato;1;0
asikkeren;1;0
adziim;1;0
ciptkn;1;0
62total;1;0
ibuy;1;0
infarastruktur;1;0
peestasi;1;0
hadeuhjeruk;1;0
diapengen;1;0
segemuk;1;0
bapaknyah;1;0
presenternya;1;0
lupacincinnya;1;0
maniznya;1;0
baecb;1;0
bunuh2;1;0
paraaaah;1;0
01dan;1;0
amintdk;1;0
bilaahil;1;0
mafaatnya;1;0
01menangrakyatsenang;1;0
iyasalah;1;0
monmaf;1;0
pelanggarham;1;0
dharapkn;1;0
kesatuannya;1;0
jndrlkardus;1;0
dkoalisi;1;0
hoaxberjamaah;1;0
bangmenuju;1;0
banyakmalingakung;1;0
hasbunallaah;1;0
nasiir;1;0
berdaulatsdh;1;0
yaselama;1;0
banggadunia;1;0
mutidak;1;0
menegakn;1;0
sakik;1;0
pai;1;0
barubek;1;0
sanakanti;1;0
taruih;1;0
hahababaha;1;0
medandi;1;0
batamdi;1;0
mana?;1;0
ulahitu;1;0
khilaftapi;1;0
sprtmu;1;0
henti?nya;1;0
bertawakal;1;0
abugosok;1;0
ngeriik;1;0
bobolin;1;0
parahnyakarna;1;0
truthand;1;0
whine;1;0
behalf;1;0
bapakawan;1;0
tuanyaada;1;0
kijangpantherkudasaya;1;0
anaknanti;1;0
belikan;1;0
miahahhahahahaah;1;0
bnggung;1;0
hitten;1;0
rakytnya;1;0
peruode;1;0
ryu;1;0
sariah;1;0
hastaq;1;0
hahahayg;1;0
zivilia;1;0
terhenyak;1;0
atuhbageur;1;0
pisaannn;1;0
ihklu;1;0
nangkel;1;0
buiefek;1;0
apeeeeee;1;0
pdmakanangin;1;0
rames;1;0
kebohonganbobroknya;1;0
perda2;1;0
irwandi;1;0
enthus;1;0
steffy;1;0
burase;1;0
tahutidak;1;0
punyatidak;1;0
hinngga;1;0
jokowitetapkuat;1;0
nangisssdolar;1;0
aahsyiappp;1;0
sebodohbodohnya;1;0
sajagak;1;0
usak;1;0
hikssss;1;0
donx;1;0
goleknya;1;0
mitsurugi;1;0
c1plano;1;0
mengkambingbelajar;1;0
terakhiran;1;0
penjaraaamiin;1;0
terhir;1;0
keaguatus;1;0
kesayangannya;1;0
skenario2;1;0
htiwaspadalah;1;0
burungmu;1;0
yaayaaaudah;1;0
jempolwkwkwkwkwk;1;0
depa;1;0
fuluz;1;0
acount;1;0
borie;1;0
supit;1;0
birds;1;0
p0lisi;1;0
pure;1;0
haveget;1;0
miyen;1;0
mbeling;1;0
kancaku;1;0
menangpajak;1;0
terparahdefisit;1;0
punebong;1;0
mkna;1;0
nihpke;1;0
ckckckdpt;1;0
hahahangeles;1;0
salahbkn;1;0
mengambing;1;0
kecerobahan;1;0
sessssaaaat;1;0
kerennnnmantullll;1;0
iyalaah;1;0
ltu;1;0
produkx;1;0
coklatku;1;0
katuju;1;0
dipatenggangkan;1;0
sakitdokterperawat;1;0
cedak;1;0
brotak;1;0
terke;1;0
kuijenenge;1;0
bowosumpah;1;0
glm;1;0
jalukke;1;0
akimah;1;0
macowani;1;0
ssaran;1;0
nafoji;1;0
takkalupa;1;0
petantang;1;0
paket2;1;0
dijalan2;1;0
senyapnya;1;0
rumah2;1;0
itik;1;0
sabat;1;0
mss;1;0
pramana;1;0
salam_tawaqal;1;0
pngawsan;1;0
dipogramkan;1;0
menurutp;1;0
terjadiselevel;1;0
internalbeliau;1;0
3333harikeluargacuma;1;0
disengajanya;1;0
shbungan;1;0
meramaikannya;1;0
banggageli;1;0
bltkok;1;0
dengandapat;1;0
rupiahhari;1;0
ditlp;1;0
10000030;1;0
ribubulan;1;0
ribu3;1;0
lavel;1;0
hahahaahahhahahaha;1;0
mndgngn;1;0
anggotamukan;1;0
panjahitan;1;0
hantuheheheheh;1;0
tayiban;1;0
kolosal;1;0
ronggolawe;1;0
yuannya;1;0
30brarti;1;0
sauuuuuuuurrr;1;0
sauuuuuuurrr;1;0
banguuuuuun;1;0
0118;1;0
muslimahibu;1;0
ayuuk;1;0
masaktuk;1;0
heummmmm;1;0
dimahkotai;1;0
trxta;1;0
nntix;1;0
menfilter;1;0
menjawabkarena;1;0
yaioktober;1;0
moemun;1;0
hamil2pun;1;0
guns;1;0
kabulsiap2;1;0
periodemodaaar;1;0
mngagetkan;1;0
jmaah;1;0
pnykitny;1;0
sembuhda;1;0
nrima;1;0
sesekah;1;0
pondokny;1;0
korbany;1;0
sayapsayapnya;1;0
tampah;1;0
maonene2;1;0
ohhhhh;1;0
pedamba;1;0
mencumbui;1;0
nyanyianmu;1;0
menderu;1;0
susyah;1;0
anderstut;1;0
prabowokalahpintar;1;0
prcyah;1;0
ktmpt;1;0
bgininih;1;0
blusukanmndngrknlngsung;1;0
mnybrkn;1;0
budimannnnnnnn;1;0
inijejak;1;0
tertinggallllllll;1;0
diparlemen11;1;0
uzblok;1;0
kursusnya;1;0
hmmcukup;1;0
baguslanjutkan;1;0
impulsif;1;0
pusat2;1;0
zonkevery;1;0
intolerannya;1;0
sejarahwan;1;0
jtuh;1;0
rts;1;0
rabukitabersatu;1;0
raharja;1;0
